,"Date of
Purchase",Name of the Purchaser,"Bond
Number",Denominations,Name of the Political Party
4945,07-07-2021,PRARAMBH SECURITIES PVT LTDOWN A/C,13201,1000000,ALL INDIA TRINAMOOL CONGRESS
4946,07-07-2021,PRARAMBH SECURITIES PVT LTDOWN A/C,13205,1000000,ALL INDIA TRINAMOOL CONGRESS
4947,07-07-2021,PRARAMBH SECURITIES PVT LTDOWN A/C,13203,1000000,ALL INDIA TRINAMOOL CONGRESS
4948,07-07-2021,PRARAMBH SECURITIES PVT LTDOWN A/C,2207,100000,ALL INDIA TRINAMOOL CONGRESS
4949,07-07-2021,PRARAMBH SECURITIES PVT LTDOWN A/C,2211,100000,ALL INDIA TRINAMOOL CONGRESS
4950,07-07-2021,PRARAMBH SECURITIES PVT LTDOWN A/C,2213,100000,ALL INDIA TRINAMOOL CONGRESS
4951,07-07-2021,PRARAMBH SECURITIES PVT LTDOWN A/C,2209,100000,ALL INDIA TRINAMOOL CONGRESS
4952,07-07-2021,PRARAMBH SECURITIES PVT LTDOWN A/C,2195,100000,ALL INDIA TRINAMOOL CONGRESS
4953,07-07-2021,RAJESH M AGRAWAL,9119,10000000,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE"
4954,07-07-2021,RAJESH M AGRAWAL,9117,10000000,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE"
4955,07-07-2021,RITESH NIRMAN PVT LTD,13852,1000000,ALL INDIA TRINAMOOL CONGRESS
4956,07-07-2021,RITESH NIRMAN PVT LTD,13856,1000000,ALL INDIA TRINAMOOL CONGRESS
4957,07-07-2021,RITESH NIRMAN PVT LTD,13858,1000000,ALL INDIA TRINAMOOL CONGRESS
4958,07-07-2021,RITESH NIRMAN PVT LTD,13854,1000000,ALL INDIA TRINAMOOL CONGRESS
4959,07-07-2021,RITESH PROJECTS PVT LTD,8327,10000000,ALL INDIA TRINAMOOL CONGRESS
4960,07-07-2021,RITESH PROJECTS PVT LTD,8329,10000000,ALL INDIA TRINAMOOL CONGRESS
4961,07-07-2021,RITESH PROJECTS PVT LTD,13857,1000000,ALL INDIA TRINAMOOL CONGRESS
4962,07-07-2021,RITESH PROJECTS PVT LTD,13853,1000000,ALL INDIA TRINAMOOL CONGRESS
4963,07-07-2021,RITESH PROJECTS PVT LTD,13859,1000000,ALL INDIA TRINAMOOL CONGRESS
4964,07-07-2021,RITESH PROJECTS PVT LTD,13855,1000000,ALL INDIA TRINAMOOL CONGRESS
4965,07-07-2021,RITESH PROJECTS PVT LTD,13861,1000000,ALL INDIA TRINAMOOL CONGRESS
4966,07-07-2021,SENGUPTA AND SENGUPTA PRIVATE LIMIT,8328,10000000,ALL INDIA TRINAMOOL CONGRESS
4967,07-07-2021,SHREE SALASAR PROPERTIES & FINANCE PVT LTD,8326,10000000,ALL INDIA TRINAMOOL CONGRESS
4968,07-07-2021,SPEED BUSINESS PVT LTD,13862,1000000,ALL INDIA TRINAMOOL CONGRESS
4969,07-07-2021,SPEED BUSINESS PVT LTD,13860,1000000,ALL INDIA TRINAMOOL CONGRESS
4970,07-07-2021,SPEED BUSINESS PVT LTD,13864,1000000,ALL INDIA TRINAMOOL CONGRESS
4971,07-07-2021,SPEED BUSINESS PVT LTD,13866,1000000,ALL INDIA TRINAMOOL CONGRESS
4972,07-07-2021,SREENATH FINVEST PRIVATE LIMITED,13844,1000000,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE"
4973,07-07-2021,SSALASAR FINANCIAL ADVISORY SERVICE PVT LTD,8330,10000000,ALL INDIA TRINAMOOL CONGRESS
4974,07-07-2021,SUMAN AGARWAL,1406,100000,ALL INDIA TRINAMOOL CONGRESS
4975,07-07-2021,SUMAN AGARWAL,1402,100000,ALL INDIA TRINAMOOL CONGRESS
4976,07-07-2021,SUMAN AGARWAL,1408,100000,ALL INDIA TRINAMOOL CONGRESS
4977,07-07-2021,SUMAN AGARWAL,1404,100000,ALL INDIA TRINAMOOL CONGRESS
4978,07-07-2021,SWARNAPUSHPA VANIJYA PRIVATE LIMITE,13875,1000000,ALL INDIA TRINAMOOL CONGRESS
4979,07-07-2021,SWARNAPUSHPA VANIJYA PRIVATE LIMITE,13865,1000000,ALL INDIA TRINAMOOL CONGRESS
4980,07-07-2021,SWARNAPUSHPA VANIJYA PRIVATE LIMITE,13873,1000000,ALL INDIA TRINAMOOL CONGRESS
4981,07-07-2021,SWARNAPUSHPA VANIJYA PRIVATE LIMITE,13863,1000000,ALL INDIA TRINAMOOL CONGRESS
4982,07-07-2021,SWARNAPUSHPA VANIJYA PRIVATE LIMITE,13871,1000000,ALL INDIA TRINAMOOL CONGRESS
4983,07-07-2021,SWARNAPUSHPA VANIJYA PRIVATE LIMITE,13869,1000000,ALL INDIA TRINAMOOL CONGRESS
4984,07-07-2021,SWARNAPUSHPA VANIJYA PRIVATE LIMITE,13867,1000000,ALL INDIA TRINAMOOL CONGRESS
4985,07-07-2021,VARAS INTERNATIONAL PRIVATE LIMITED,13872,1000000,ALL INDIA TRINAMOOL CONGRESS
4986,07-07-2021,VARAS INTERNATIONAL PRIVATE LIMITED,13868,1000000,ALL INDIA TRINAMOOL CONGRESS
4987,07-07-2021,VARAS INTERNATIONAL PRIVATE LIMITED,13870,1000000,ALL INDIA TRINAMOOL CONGRESS
4988,07-07-2021,VARAS INTERNATIONAL PRIVATE LIMITED,1405,100000,ALL INDIA TRINAMOOL CONGRESS
4989,07-07-2021,VARAS INTERNATIONAL PRIVATE LIMITED,1409,100000,ALL INDIA TRINAMOOL CONGRESS
4990,07-07-2021,VARAS INTERNATIONAL PRIVATE LIMITED,1407,100000,ALL INDIA TRINAMOOL CONGRESS
4991,07-07-2021,VARAS INTERNATIONAL PRIVATE LIMITED,1401,100000,ALL INDIA TRINAMOOL CONGRESS
4992,07-07-2021,VARAS INTERNATIONAL PRIVATE LIMITED,1403,100000,ALL INDIA TRINAMOOL CONGRESS
4993,08-07-2021,HIMALAYAN ENDEAVOUR PVT LTD,8331,10000000,ALL INDIA TRINAMOOL CONGRESS
4994,08-07-2021,HIMALAYAN ENDEAVOUR PVT LTD,13893,1000000,ALL INDIA TRINAMOOL CONGRESS
4995,08-07-2021,HIMALAYAN ENDEAVOUR PVT LTD,13895,1000000,ALL INDIA TRINAMOOL CONGRESS
4996,08-07-2021,HIMALAYAN ENDEAVOUR PVT LTD,13891,1000000,ALL INDIA TRINAMOOL CONGRESS
4997,08-07-2021,HIMALAYAN ENDEAVOUR PVT LTD,13846,1000000,ALL INDIA TRINAMOOL CONGRESS
4998,08-07-2021,HIMALAYAN ENDEAVOUR PVT LTD,13889,1000000,ALL INDIA TRINAMOOL CONGRESS
4999,08-07-2021,J.K.CEMENT LTD.,13599,1000000,BHARATIYA JANATA PARTY
5000,08-07-2021,J.K.CEMENT LTD.,12788,1000000,BHARATIYA JANATA PARTY
5001,08-07-2021,J.K.CEMENT LTD.,13587,1000000,BHARATIYA JANATA PARTY
5002,08-07-2021,J.K.CEMENT LTD.,13593,1000000,BHARATIYA JANATA PARTY
5003,08-07-2021,J.K.CEMENT LTD.,12782,1000000,BHARATIYA JANATA PARTY
5004,08-07-2021,J.K.CEMENT LTD.,13663,1000000,BHARATIYA JANATA PARTY
5005,08-07-2021,J.K.CEMENT LTD.,13579,1000000,BHARATIYA JANATA PARTY
5006,08-07-2021,J.K.CEMENT LTD.,13565,1000000,BHARATIYA JANATA PARTY
5007,08-07-2021,J.K.CEMENT LTD.,13567,1000000,BHARATIYA JANATA PARTY
5008,08-07-2021,J.K.CEMENT LTD.,13665,1000000,BHARATIYA JANATA PARTY
5009,08-07-2021,J.K.CEMENT LTD.,13675,1000000,BHARATIYA JANATA PARTY
5010,08-07-2021,J.K.CEMENT LTD.,13661,1000000,BHARATIYA JANATA PARTY
5011,08-07-2021,J.K.CEMENT LTD.,12772,1000000,BHARATIYA JANATA PARTY
5012,08-07-2021,J.K.CEMENT LTD.,13657,1000000,BHARATIYA JANATA PARTY
5013,08-07-2021,J.K.CEMENT LTD.,13679,1000000,BHARATIYA JANATA PARTY
5014,08-07-2021,J.K.CEMENT LTD.,13667,1000000,BHARATIYA JANATA PARTY
5015,08-07-2021,J.K.CEMENT LTD.,12800,1000000,BHARATIYA JANATA PARTY
5016,08-07-2021,J.K.CEMENT LTD.,12794,1000000,BHARATIYA JANATA PARTY
5017,08-07-2021,J.K.CEMENT LTD.,12798,1000000,BHARATIYA JANATA PARTY
5018,08-07-2021,J.K.CEMENT LTD.,13673,1000000,BHARATIYA JANATA PARTY
5019,08-07-2021,J.K.CEMENT LTD.,13571,1000000,BHARATIYA JANATA PARTY
5020,08-07-2021,J.K.CEMENT LTD.,13655,1000000,BHARATIYA JANATA PARTY
5021,08-07-2021,J.K.CEMENT LTD.,13569,1000000,BHARATIYA JANATA PARTY
5022,08-07-2021,J.K.CEMENT LTD.,13671,1000000,BHARATIYA JANATA PARTY
5023,08-07-2021,J.K.CEMENT LTD.,13581,1000000,BHARATIYA JANATA PARTY
5024,08-07-2021,J.K.CEMENT LTD.,13669,1000000,BHARATIYA JANATA PARTY
5025,08-07-2021,J.K.CEMENT LTD.,13651,1000000,BHARATIYA JANATA PARTY
5026,08-07-2021,J.K.CEMENT LTD.,12776,1000000,BHARATIYA JANATA PARTY
5027,08-07-2021,J.K.CEMENT LTD.,13585,1000000,BHARATIYA JANATA PARTY
5028,08-07-2021,J.K.CEMENT LTD.,12784,1000000,BHARATIYA JANATA PARTY
5029,08-07-2021,J.K.CEMENT LTD.,12780,1000000,BHARATIYA JANATA PARTY
5030,08-07-2021,J.K.CEMENT LTD.,12786,1000000,BHARATIYA JANATA PARTY
5031,08-07-2021,J.K.CEMENT LTD.,13575,1000000,BHARATIYA JANATA PARTY
5032,08-07-2021,J.K.CEMENT LTD.,13583,1000000,BHARATIYA JANATA PARTY
5033,08-07-2021,J.K.CEMENT LTD.,13589,1000000,BHARATIYA JANATA PARTY
5034,08-07-2021,J.K.CEMENT LTD.,12796,1000000,BHARATIYA JANATA PARTY
5035,08-07-2021,J.K.CEMENT LTD.,13595,1000000,BHARATIYA JANATA PARTY
5036,08-07-2021,J.K.CEMENT LTD.,13597,1000000,BHARATIYA JANATA PARTY
5037,08-07-2021,J.K.CEMENT LTD.,13577,1000000,BHARATIYA JANATA PARTY
5038,08-07-2021,J.K.CEMENT LTD.,13591,1000000,BHARATIYA JANATA PARTY
5039,08-07-2021,J.K.CEMENT LTD.,13561,1000000,BHARATIYA JANATA PARTY
5040,08-07-2021,J.K.CEMENT LTD.,13563,1000000,BHARATIYA JANATA PARTY
5041,08-07-2021,J.K.CEMENT LTD.,13659,1000000,BHARATIYA JANATA PARTY
5042,08-07-2021,J.K.CEMENT LTD.,12774,1000000,BHARATIYA JANATA PARTY
5043,08-07-2021,J.K.CEMENT LTD.,12778,1000000,BHARATIYA JANATA PARTY
5044,08-07-2021,J.K.CEMENT LTD.,13573,1000000,BHARATIYA JANATA PARTY
5045,08-07-2021,J.K.CEMENT LTD.,13653,1000000,BHARATIYA JANATA PARTY
5046,08-07-2021,J.K.CEMENT LTD.,12790,1000000,BHARATIYA JANATA PARTY
5047,08-07-2021,J.K.CEMENT LTD.,12792,1000000,BHARATIYA JANATA PARTY
5048,08-07-2021,J.K.CEMENT LTD.,13677,1000000,BHARATIYA JANATA PARTY
5049,08-07-2021,LAXMI INDUSTRIAL BOTTLING PLAN,13887,1000000,ALL INDIA TRINAMOOL CONGRESS
5050,08-07-2021,LAXMI INDUSTRIAL BOTTLING PLAN,13848,1000000,ALL INDIA TRINAMOOL CONGRESS
5051,08-07-2021,LAXMI INDUSTRIAL BOTTLING PLAN,13850,1000000,ALL INDIA TRINAMOOL CONGRESS
5052,08-07-2021,LAXMI INDUSTRIAL BOTTLING PLAN,13894,1000000,ALL INDIA TRINAMOOL CONGRESS
5053,08-07-2021,LAXMI INDUSTRIAL BOTTLING PLAN,13888,1000000,ALL INDIA TRINAMOOL CONGRESS
5054,08-07-2021,LAXMI INDUSTRIAL BOTTLING PLAN,13892,1000000,ALL INDIA TRINAMOOL CONGRESS
5055,08-07-2021,LAXMI INDUSTRIAL BOTTLING PLAN,13890,1000000,ALL INDIA TRINAMOOL CONGRESS
5056,08-07-2021,LAXMI INDUSTRIAL BOTTLING PLAN,1411,100000,ALL INDIA TRINAMOOL CONGRESS
5057,08-07-2021,LAXMI INDUSTRIAL BOTTLING PLAN,1413,100000,ALL INDIA TRINAMOOL CONGRESS
5058,08-07-2021,LAXMI INDUSTRIAL BOTTLING PLAN,1417,100000,ALL INDIA TRINAMOOL CONGRESS
5059,08-07-2021,LAXMI INDUSTRIAL BOTTLING PLAN,1419,100000,ALL INDIA TRINAMOOL CONGRESS
5060,08-07-2021,LAXMI INDUSTRIAL BOTTLING PLAN,1415,100000,ALL INDIA TRINAMOOL CONGRESS
5061,08-07-2021,LAXMI INDUSTRIAL BOTTLING PLAN,1421,100000,ALL INDIA TRINAMOOL CONGRESS
5062,08-07-2021,LAXMI INDUSTRIAL BOTTLING PLAN,1425,100000,ALL INDIA TRINAMOOL CONGRESS
5063,08-07-2021,LAXMI INDUSTRIAL BOTTLING PLAN,1423,100000,ALL INDIA TRINAMOOL CONGRESS
5064,08-07-2021,LAXMI INDUSTRIAL BOTTLING PLAN,1424,100000,ALL INDIA TRINAMOOL CONGRESS
5065,08-07-2021,LAXMI INDUSTRIAL BOTTLING PLAN,1422,100000,ALL INDIA TRINAMOOL CONGRESS
5066,08-07-2021,LAXMI INDUSTRIAL BOTTLING PLAN,9910,10000,ALL INDIA TRINAMOOL CONGRESS
5067,08-07-2021,LAXMI INDUSTRIAL BOTTLING PLAN,9904,10000,ALL INDIA TRINAMOOL CONGRESS
5068,08-07-2021,LAXMI INDUSTRIAL BOTTLING PLAN,9906,10000,ALL INDIA TRINAMOOL CONGRESS
5069,08-07-2021,LAXMI INDUSTRIAL BOTTLING PLAN,9908,10000,ALL INDIA TRINAMOOL CONGRESS
5070,08-07-2021,LAXMI INDUSTRIAL BOTTLING PLAN,9902,10000,ALL INDIA TRINAMOOL CONGRESS
5071,08-07-2021,MIRANIA BUILDERS LLP,13898,1000000,ALL INDIA TRINAMOOL CONGRESS
5072,08-07-2021,MIRANIA BUILDERS LLP,13900,1000000,ALL INDIA TRINAMOOL CONGRESS
5073,08-07-2021,PRAKASH DISTILLERY & CHEMICAL CO (P) LT D,13897,1000000,ALL INDIA TRINAMOOL CONGRESS
5074,08-07-2021,PRAKASH DISTILLERY & CHEMICAL CO (P) LT D,1428,100000,ALL INDIA TRINAMOOL CONGRESS
5075,08-07-2021,PRAKASH DISTILLERY & CHEMICAL CO (P) LT D,1426,100000,ALL INDIA TRINAMOOL CONGRESS
5076,08-07-2021,PRAKASH DISTILLERY & CHEMICAL CO (P) LT D,1397,100000,ALL INDIA TRINAMOOL CONGRESS
5077,08-07-2021,PRAKASH DISTILLERY & CHEMICAL CO (P) LT D,1399,100000,ALL INDIA TRINAMOOL CONGRESS
5078,08-07-2021,PRAKASH DISTILLERY & CHEMICAL CO (P) LT D,1430,100000,ALL INDIA TRINAMOOL CONGRESS
5079,08-07-2021,RIPLEY & CO STEVDORING & HANDLING PVT LT D,8304,10000000,ALL INDIA TRINAMOOL CONGRESS
5080,08-07-2021,SUDSAR BUILDSPACE LLP,13899,1000000,ALL INDIA TRINAMOOL CONGRESS
5081,08-07-2021,SUDSAR BUILDSPACE LLP,13896,1000000,ALL INDIA TRINAMOOL CONGRESS
5082,09-07-2021,B M A MERCHANDISE LLP,14120,1000000,ALL INDIA TRINAMOOL CONGRESS
5083,09-07-2021,COALSALE COMPANY LTD,14127,1000000,ALL INDIA TRINAMOOL CONGRESS
5084,09-07-2021,COALSALE COMPANY LTD,14125,1000000,ALL INDIA TRINAMOOL CONGRESS
5085,09-07-2021,COALSALE COMPANY LTD,14129,1000000,ALL INDIA TRINAMOOL CONGRESS
5086,09-07-2021,COALSALE COMPANY LTD,14131,1000000,ALL INDIA TRINAMOOL CONGRESS
5087,09-07-2021,COALSALE COMPANY LTD,14137,1000000,ALL INDIA TRINAMOOL CONGRESS
5088,09-07-2021,COALSALE COMPANY LTD,14123,1000000,ALL INDIA TRINAMOOL CONGRESS
5089,09-07-2021,COALSALE COMPANY LTD,14135,1000000,ALL INDIA TRINAMOOL CONGRESS
5090,09-07-2021,COALSALE COMPANY LTD,14133,1000000,ALL INDIA TRINAMOOL CONGRESS
5091,09-07-2021,COALSALE COMPANY LTD,14121,1000000,ALL INDIA TRINAMOOL CONGRESS
5092,09-07-2021,COALSALE COMPANY LTD,1431,100000,ALL INDIA TRINAMOOL CONGRESS
5093,09-07-2021,COALSALE COMPANY LTD,1427,100000,ALL INDIA TRINAMOOL CONGRESS
5094,09-07-2021,COALSALE COMPANY LTD,1400,100000,ALL INDIA TRINAMOOL CONGRESS
5095,09-07-2021,COALSALE COMPANY LTD,1398,100000,ALL INDIA TRINAMOOL CONGRESS
5096,09-07-2021,COALSALE COMPANY LTD,1429,100000,ALL INDIA TRINAMOOL CONGRESS
5097,09-07-2021,GLOWING FERN HIGHRISE LLP,14119,1000000,ALL INDIA TRINAMOOL CONGRESS
5098,09-07-2021,KISHAN M AGARWAL HUF,14115,1000000,ALL INDIA TRINAMOOL CONGRESS
5099,09-07-2021,KISHAN M AGARWAL HUF,14117,1000000,ALL INDIA TRINAMOOL CONGRESS
5100,09-07-2021,MKJ ENTERPRISES LTD,8271,10000000,ALL INDIA TRINAMOOL CONGRESS
5101,09-07-2021,MKJ ENTERPRISES LTD,8257,10000000,ALL INDIA TRINAMOOL CONGRESS
5102,09-07-2021,MKJ ENTERPRISES LTD,8255,10000000,ALL INDIA TRINAMOOL CONGRESS
5103,09-07-2021,MKJ ENTERPRISES LTD,8265,10000000,ALL INDIA TRINAMOOL CONGRESS
5104,09-07-2021,MKJ ENTERPRISES LTD,8263,10000000,ALL INDIA TRINAMOOL CONGRESS
5105,09-07-2021,MKJ ENTERPRISES LTD,8259,10000000,ALL INDIA TRINAMOOL CONGRESS
5106,09-07-2021,MKJ ENTERPRISES LTD,8251,10000000,ALL INDIA TRINAMOOL CONGRESS
5107,09-07-2021,MKJ ENTERPRISES LTD,8267,10000000,ALL INDIA TRINAMOOL CONGRESS
5108,09-07-2021,MKJ ENTERPRISES LTD,8269,10000000,ALL INDIA TRINAMOOL CONGRESS
5109,09-07-2021,MKJ ENTERPRISES LTD,8261,10000000,ALL INDIA TRINAMOOL CONGRESS
5110,09-07-2021,MKJ ENTERPRISES LTD,8253,10000000,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE"
5111,09-07-2021,MKJ ENTERPRISES LTD,14124,1000000,ALL INDIA TRINAMOOL CONGRESS
5112,09-07-2021,MKJ ENTERPRISES LTD,14128,1000000,ALL INDIA TRINAMOOL CONGRESS
5113,09-07-2021,MKJ ENTERPRISES LTD,14122,1000000,ALL INDIA TRINAMOOL CONGRESS
5114,09-07-2021,MKJ ENTERPRISES LTD,14126,1000000,ALL INDIA TRINAMOOL CONGRESS
5115,09-07-2021,OM VINCOM PVT LTD,14114,1000000,ALL INDIA TRINAMOOL CONGRESS
5116,09-07-2021,OM VINCOM PVT LTD,14112,1000000,ALL INDIA TRINAMOOL CONGRESS
5117,09-07-2021,OM VINCOM PVT LTD,14110,1000000,ALL INDIA TRINAMOOL CONGRESS
5118,09-07-2021,OM VINCOM PVT LTD,14116,1000000,ALL INDIA TRINAMOOL CONGRESS
5119,09-07-2021,OM VINCOM PVT LTD,14108,1000000,ALL INDIA TRINAMOOL CONGRESS
5120,09-07-2021,OM VINCOM PVT LTD,14118,1000000,ALL INDIA TRINAMOOL CONGRESS
5121,09-07-2021,SKP MERCHANTS LLP,8335,10000000,ALL INDIA TRINAMOOL CONGRESS
5122,09-07-2021,SKP MERCHANTS LLP,8333,10000000,ALL INDIA TRINAMOOL CONGRESS
5123,09-07-2021,SPICEJET LIMITED,13652,1000000,AAM AADMI PARTY
5124,09-07-2021,SPICEJET LIMITED,13654,1000000,AAM AADMI PARTY
5125,09-07-2021,SPICEJET LIMITED,3269,100000,AAM AADMI PARTY
5126,09-07-2021,SPICEJET LIMITED,3267,100000,AAM AADMI PARTY
5127,09-07-2021,SPICEJET LIMITED,3265,100000,AAM AADMI PARTY
5128,09-07-2021,SPICEJET LIMITED,3263,100000,AAM AADMI PARTY
5129,09-07-2021,SPICEJET LIMITED,3261,100000,AAM AADMI PARTY
5130,09-07-2021,SWARNAPUSHPA VANIJYA PRIVATE LIMITE,14104,1000000,ALL INDIA TRINAMOOL CONGRESS
5131,09-07-2021,SWARNAPUSHPA VANIJYA PRIVATE LIMITE,14106,1000000,ALL INDIA TRINAMOOL CONGRESS
5132,09-07-2021,SWARNAPUSHPA VANIJYA PRIVATE LIMITE,14102,1000000,ALL INDIA TRINAMOOL CONGRESS
5133,09-07-2021,TIVOLI PARK APARTMENTS PVT LTD,8344,10000000,ALL INDIA TRINAMOOL CONGRESS
5134,09-07-2021,TIVOLI PARK APARTMENTS PVT LTD,8336,10000000,ALL INDIA TRINAMOOL CONGRESS
5135,09-07-2021,TIVOLI PARK APARTMENTS PVT LTD,8338,10000000,ALL INDIA TRINAMOOL CONGRESS
5136,09-07-2021,TIVOLI PARK APARTMENTS PVT LTD,8342,10000000,ALL INDIA TRINAMOOL CONGRESS
5137,09-07-2021,TIVOLI PARK APARTMENTS PVT LTD,8334,10000000,ALL INDIA TRINAMOOL CONGRESS
5138,09-07-2021,TIVOLI PARK APARTMENTS PVT LTD,8332,10000000,ALL INDIA TRINAMOOL CONGRESS
5139,09-07-2021,TIVOLI PARK APARTMENTS PVT LTD,8340,10000000,ALL INDIA TRINAMOOL CONGRESS
5140,09-07-2021,TRANSWAYS EXIM PRIVATE LTD,14105,1000000,ALL INDIA TRINAMOOL CONGRESS
5141,09-07-2021,TRANSWAYS EXIM PRIVATE LTD,14103,1000000,ALL INDIA TRINAMOOL CONGRESS
5142,09-07-2021,TRANSWAYS EXIM PRIVATE LTD,14113,1000000,ALL INDIA TRINAMOOL CONGRESS
5143,09-07-2021,TRANSWAYS EXIM PRIVATE LTD,14101,1000000,ALL INDIA TRINAMOOL CONGRESS
5144,09-07-2021,TRANSWAYS EXIM PRIVATE LTD,14107,1000000,ALL INDIA TRINAMOOL CONGRESS
5145,09-07-2021,TRANSWAYS EXIM PRIVATE LTD,14109,1000000,ALL INDIA TRINAMOOL CONGRESS
5146,09-07-2021,TRANSWAYS EXIM PRIVATE LTD,14111,1000000,ALL INDIA TRINAMOOL CONGRESS
5147,04-10-2021,ARCHANA PROPERTIES P LTD,14173,1000000,ALL INDIA TRINAMOOL CONGRESS
5148,04-10-2021,ARCHANA PROPERTIES P LTD,14179,1000000,ALL INDIA TRINAMOOL CONGRESS
5149,04-10-2021,ARCHANA PROPERTIES P LTD,14181,1000000,ALL INDIA TRINAMOOL CONGRESS
5150,04-10-2021,ARCHANA PROPERTIES P LTD,14187,1000000,ALL INDIA TRINAMOOL CONGRESS
5151,04-10-2021,ARCHANA PROPERTIES P LTD,14169,1000000,ALL INDIA TRINAMOOL CONGRESS
5152,04-10-2021,ARCHANA PROPERTIES P LTD,14183,1000000,ALL INDIA TRINAMOOL CONGRESS
5153,04-10-2021,ARCHANA PROPERTIES P LTD,14185,1000000,ALL INDIA TRINAMOOL CONGRESS
5154,04-10-2021,ARCHANA PROPERTIES P LTD,14175,1000000,ALL INDIA TRINAMOOL CONGRESS
5155,04-10-2021,ARCHANA PROPERTIES P LTD,14177,1000000,ALL INDIA TRINAMOOL CONGRESS
5156,04-10-2021,CHAITANYA ESTATES PRIVATE LIMITED,14171,1000000,ALL INDIA TRINAMOOL CONGRESS
5157,04-10-2021,CHAITANYA ESTATES PRIVATE LIMITED,14150,1000000,ALL INDIA TRINAMOOL CONGRESS
5158,04-10-2021,CHAITANYA ESTATES PRIVATE LIMITED,14165,1000000,ALL INDIA TRINAMOOL CONGRESS
5159,04-10-2021,CHAITANYA ESTATES PRIVATE LIMITED,14163,1000000,ALL INDIA TRINAMOOL CONGRESS
5160,04-10-2021,CHAITANYA ESTATES PRIVATE LIMITED,14167,1000000,ALL INDIA TRINAMOOL CONGRESS
5161,04-10-2021,CHAITANYA ESTATES PRIVATE LIMITED,14161,1000000,ALL INDIA TRINAMOOL CONGRESS
5162,04-10-2021,DHARMENDRA JAYANTILAL VORA,13210,1000000,ALL INDIA TRINAMOOL CONGRESS
5163,04-10-2021,DHARMENDRA JAYANTILAL VORA,2212,100000,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE"
5164,04-10-2021,DHARMENDRA JAYANTILAL VORA,2210,100000,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE"
5165,04-10-2021,DHARMENDRA JAYANTILAL VORA,2220,100000,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE"
5166,04-10-2021,DHARMENDRA JAYANTILAL VORA,2218,100000,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE"
5167,04-10-2021,DHARMENDRA JAYANTILAL VORA,2214,100000,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE"
5168,04-10-2021,DHARMENDRA JAYANTILAL VORA,2216,100000,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE"
5169,04-10-2021,DHARMENDRA JAYANTILAL VORA,10504,10000,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE"
5170,04-10-2021,DHARMENDRA JAYANTILAL VORA,10506,10000,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE"
5171,04-10-2021,ESSEL MINING AND INDS LTD,8363,10000000,BIJU JANATA DAL
5172,04-10-2021,ESSEL MINING AND INDS LTD,8361,10000000,BIJU JANATA DAL
5173,04-10-2021,ESSEL MINING AND INDS LTD,8275,10000000,BIJU JANATA DAL
5174,04-10-2021,ESSEL MINING AND INDS LTD,8394,10000000,BIJU JANATA DAL
5175,04-10-2021,ESSEL MINING AND INDS LTD,8372,10000000,BIJU JANATA DAL
5176,04-10-2021,ESSEL MINING AND INDS LTD,8315,10000000,BIJU JANATA DAL
5177,04-10-2021,ESSEL MINING AND INDS LTD,8367,10000000,BIJU JANATA DAL
5178,04-10-2021,ESSEL MINING AND INDS LTD,8307,10000000,BIJU JANATA DAL
5179,04-10-2021,ESSEL MINING AND INDS LTD,8355,10000000,BIJU JANATA DAL
5180,04-10-2021,ESSEL MINING AND INDS LTD,8254,10000000,BIJU JANATA DAL
5181,04-10-2021,ESSEL MINING AND INDS LTD,8348,10000000,BIJU JANATA DAL
5182,04-10-2021,ESSEL MINING AND INDS LTD,8376,10000000,BIJU JANATA DAL
5183,04-10-2021,ESSEL MINING AND INDS LTD,8396,10000000,BIJU JANATA DAL
5184,04-10-2021,ESSEL MINING AND INDS LTD,8351,10000000,BIJU JANATA DAL
5185,04-10-2021,ESSEL MINING AND INDS LTD,8392,10000000,BIJU JANATA DAL
5186,04-10-2021,ESSEL MINING AND INDS LTD,8317,10000000,BIJU JANATA DAL
5187,04-10-2021,ESSEL MINING AND INDS LTD,8400,10000000,BIJU JANATA DAL
5188,04-10-2021,ESSEL MINING AND INDS LTD,8370,10000000,BIJU JANATA DAL
5189,04-10-2021,ESSEL MINING AND INDS LTD,8273,10000000,BIJU JANATA DAL
5190,04-10-2021,ESSEL MINING AND INDS LTD,8346,10000000,BIJU JANATA DAL
5191,04-10-2021,ESSEL MINING AND INDS LTD,8270,10000000,BIJU JANATA DAL
5192,04-10-2021,ESSEL MINING AND INDS LTD,8374,10000000,BIJU JANATA DAL
5193,04-10-2021,ESSEL MINING AND INDS LTD,8378,10000000,BIJU JANATA DAL
5194,04-10-2021,ESSEL MINING AND INDS LTD,8323,10000000,BIJU JANATA DAL
