,"Date of
Purchase",Name of the Purchaser,"Bond
Number",Denominations,Name of the Political Party
10406,10-11-2022,SRI SIDDHARTH INFRATECH AND SERVICES I P,12348,10000000,BHARATIYA JANATA PARTY
10407,10-11-2022,SRI SIDDHARTH INFRATECH AND SERVICES I P,12321,10000000,BHARATIYA JANATA PARTY
10408,10-11-2022,SRI SIDDHARTH INFRATECH AND SERVICES I P,12346,10000000,BHARATIYA JANATA PARTY
10409,10-11-2022,SRI SIDDHARTH INFRATECH AND SERVICES I P,12332,10000000,BHARATIYA JANATA PARTY
10410,10-11-2022,SRI SIDDHARTH INFRATECH AND SERVICES I P,12334,10000000,BHARATIYA JANATA PARTY
10411,10-11-2022,SRI SIDDHARTH INFRATECH AND SERVICES I P,12330,10000000,BHARATIYA JANATA PARTY
10412,10-11-2022,SRI SIDDHARTH INFRATECH AND SERVICES I P,12328,10000000,BHARATIYA JANATA PARTY
10413,10-11-2022,SRI SIDDHARTH INFRATECH AND SERVICES I P,12342,10000000,BHARATIYA JANATA PARTY
10414,10-11-2022,SRI SIDDHARTH INFRATECH AND SERVICES I P,12323,10000000,BHARATIYA JANATA PARTY
10415,10-11-2022,SRI SIDDHARTH INFRATECH AND SERVICES I P,12340,10000000,BHARATIYA JANATA PARTY
10416,10-11-2022,SRI SIDDHARTH INFRATECH AND SERVICES I P,12359,10000000,BHARATIYA JANATA PARTY
10417,10-11-2022,SRI SIDDHARTH INFRATECH AND SERVICES I P,12350,10000000,BHARATIYA JANATA PARTY
10418,10-11-2022,SRI SIDDHARTH INFRATECH AND SERVICES I P,12353,10000000,BHARATIYA JANATA PARTY
10419,10-11-2022,SRI SIDDHARTH INFRATECH AND SERVICES I P,12336,10000000,BHARATIYA JANATA PARTY
10420,10-11-2022,SRI SIDDHARTH INFRATECH AND SERVICES I P,12361,10000000,BHARATIYA JANATA PARTY
10421,10-11-2022,SRI SIDDHARTH INFRATECH AND SERVICES I P,12344,10000000,BHARATIYA JANATA PARTY
10422,10-11-2022,SRI SIDDHARTH INFRATECH AND SERVICES I P,12304,10000000,BHARATIYA JANATA PARTY
10423,10-11-2022,SRI SIDDHARTH INFRATECH AND SERVICES I P,12320,10000000,BHARATIYA JANATA PARTY
10424,10-11-2022,SRI SIDDHARTH INFRATECH AND SERVICES I P,12302,10000000,BHARATIYA JANATA PARTY
10425,10-11-2022,SRI SIDDHARTH INFRATECH AND SERVICES I P,12318,10000000,BHARATIYA JANATA PARTY
10426,10-11-2022,SRI SIDDHARTH INFRATECH AND SERVICES I P,12314,10000000,BHARATIYA JANATA PARTY
10427,10-11-2022,SRI SIDDHARTH INFRATECH AND SERVICES I P,12306,10000000,BHARATIYA JANATA PARTY
10428,10-11-2022,SRI SIDDHARTH INFRATECH AND SERVICES I P,12316,10000000,BHARATIYA JANATA PARTY
10429,10-11-2022,SRI SIDDHARTH INFRATECH AND SERVICES I P,12310,10000000,BHARATIYA JANATA PARTY
10430,10-11-2022,SRI SIDDHARTH INFRATECH AND SERVICES I P,12308,10000000,BHARATIYA JANATA PARTY
10431,10-11-2022,SRI SIDDHARTH INFRATECH AND SERVICES I P,12312,10000000,BHARATIYA JANATA PARTY
10432,10-11-2022,THE ANUP ENGINEERING,5623,10000000,BHARATIYA JANATA PARTY
10433,10-11-2022,THE ANUP ENGINEERING,5625,10000000,BHARATIYA JANATA PARTY
10434,11-11-2022,ARAVALI TECHNICAL SERVICES PVT LTD,13021,10000000,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE"
10435,11-11-2022,ARAVALI TECHNICAL SERVICES PVT LTD,13023,10000000,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE"
10436,11-11-2022,ARAVALI TECHNICAL SERVICES PVT LTD,13025,10000000,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE"
10437,11-11-2022,ARIZONAGLOBALSERVICESPVTLTDBR,12506,10000000,BHARATIYA JANATA PARTY
10438,11-11-2022,ARIZONAGLOBALSERVICESPVTLTDBR,12510,10000000,BHARATIYA JANATA PARTY
10439,11-11-2022,ARIZONAGLOBALSERVICESPVTLTDBR,12508,10000000,BHARATIYA JANATA PARTY
10440,11-11-2022,ARIZONAGLOBALSERVICESPVTLTDBR,12512,10000000,BHARATIYA JANATA PARTY
10441,11-11-2022,ARIZONAGLOBALSERVICESPVTLTDBR,12514,10000000,BHARATIYA JANATA PARTY
10442,11-11-2022,BAJAJ AUTO LTD,11396,10000000,AAM AADMI PARTY
10443,11-11-2022,BAJAJ AUTO LTD,11398,10000000,AAM AADMI PARTY
10444,11-11-2022,BAJAJ AUTO LTD,11394,10000000,AAM AADMI PARTY
10445,11-11-2022,BAJAJ AUTO LTD,11400,10000000,AAM AADMI PARTY
10446,11-11-2022,BAJAJ AUTO LTD,11392,10000000,AAM AADMI PARTY
10447,11-11-2022,GLENMARK PHARMACEUTICALS LTD,13058,10000000,BHARATIYA JANATA PARTY
10448,11-11-2022,GLENMARK PHARMACEUTICALS LTD,13072,10000000,BHARATIYA JANATA PARTY
10449,11-11-2022,GLENMARK PHARMACEUTICALS LTD,13068,10000000,BHARATIYA JANATA PARTY
10450,11-11-2022,GLENMARK PHARMACEUTICALS LTD,13050,10000000,BHARATIYA JANATA PARTY
10451,11-11-2022,GLENMARK PHARMACEUTICALS LTD,13066,10000000,BHARATIYA JANATA PARTY
10452,11-11-2022,GLENMARK PHARMACEUTICALS LTD,13064,10000000,BHARATIYA JANATA PARTY
10453,11-11-2022,GLENMARK PHARMACEUTICALS LTD,13060,10000000,BHARATIYA JANATA PARTY
10454,11-11-2022,GLENMARK PHARMACEUTICALS LTD,13062,10000000,BHARATIYA JANATA PARTY
10455,11-11-2022,GLENMARK PHARMACEUTICALS LTD,13070,10000000,BHARATIYA JANATA PARTY
10456,11-11-2022,GLENMARK PHARMACEUTICALS LTD,13282,1000000,BHARATIYA JANATA PARTY
10457,11-11-2022,GLENMARK PHARMACEUTICALS LTD,13270,1000000,BHARATIYA JANATA PARTY
10458,11-11-2022,GLENMARK PHARMACEUTICALS LTD,13280,1000000,BHARATIYA JANATA PARTY
10459,11-11-2022,GLENMARK PHARMACEUTICALS LTD,13278,1000000,BHARATIYA JANATA PARTY
10460,11-11-2022,GLENMARK PHARMACEUTICALS LTD,13272,1000000,BHARATIYA JANATA PARTY
10461,11-11-2022,GLENMARK PHARMACEUTICALS LTD,13274,1000000,BHARATIYA JANATA PARTY
10462,11-11-2022,GLENMARK PHARMACEUTICALS LTD,13276,1000000,BHARATIYA JANATA PARTY
10463,11-11-2022,GLENMARK PHARMACEUTICALS LTD,2242,100000,BHARATIYA JANATA PARTY
10464,11-11-2022,GLENMARK PHARMACEUTICALS LTD,2244,100000,BHARATIYA JANATA PARTY
10465,11-11-2022,GLENMARK PHARMACEUTICALS LTD,2250,100000,BHARATIYA JANATA PARTY
10466,11-11-2022,GLENMARK PHARMACEUTICALS LTD,2246,100000,BHARATIYA JANATA PARTY
10467,11-11-2022,GLENMARK PHARMACEUTICALS LTD,2248,100000,BHARATIYA JANATA PARTY
10468,11-11-2022,MANKIND PHARMA LIMITED,12499,10000000,BHARATIYA JANATA PARTY
10469,11-11-2022,MANKIND PHARMA LIMITED,12493,10000000,BHARATIYA JANATA PARTY
10470,11-11-2022,MANKIND PHARMA LIMITED,12466,10000000,BHARATIYA JANATA PARTY
10471,11-11-2022,MANKIND PHARMA LIMITED,12472,10000000,BHARATIYA JANATA PARTY
10472,11-11-2022,MANKIND PHARMA LIMITED,12458,10000000,BHARATIYA JANATA PARTY
10473,11-11-2022,MANKIND PHARMA LIMITED,12479,10000000,BHARATIYA JANATA PARTY
10474,11-11-2022,MANKIND PHARMA LIMITED,12483,10000000,BHARATIYA JANATA PARTY
10475,11-11-2022,MANKIND PHARMA LIMITED,12485,10000000,BHARATIYA JANATA PARTY
10476,11-11-2022,MANKIND PHARMA LIMITED,12464,10000000,BHARATIYA JANATA PARTY
10477,11-11-2022,MANKIND PHARMA LIMITED,12470,10000000,BHARATIYA JANATA PARTY
10478,11-11-2022,MANKIND PHARMA LIMITED,12481,10000000,BHARATIYA JANATA PARTY
10479,11-11-2022,MANKIND PHARMA LIMITED,12474,10000000,BHARATIYA JANATA PARTY
10480,11-11-2022,MANKIND PHARMA LIMITED,12468,10000000,BHARATIYA JANATA PARTY
10481,11-11-2022,MANKIND PHARMA LIMITED,12505,10000000,BHARATIYA JANATA PARTY
10482,11-11-2022,MANKIND PHARMA LIMITED,12501,10000000,BHARATIYA JANATA PARTY
10483,11-11-2022,MANKIND PHARMA LIMITED,12503,10000000,BHARATIYA JANATA PARTY
10484,11-11-2022,MANKIND PHARMA LIMITED,12495,10000000,BHARATIYA JANATA PARTY
10485,11-11-2022,MANKIND PHARMA LIMITED,12487,10000000,BHARATIYA JANATA PARTY
10486,11-11-2022,MANKIND PHARMA LIMITED,12460,10000000,BHARATIYA JANATA PARTY
10487,11-11-2022,MANKIND PHARMA LIMITED,12491,10000000,BHARATIYA JANATA PARTY
10488,11-11-2022,MANKIND PHARMA LIMITED,12462,10000000,BHARATIYA JANATA PARTY
10489,11-11-2022,MANKIND PHARMA LIMITED,12497,10000000,BHARATIYA JANATA PARTY
10490,11-11-2022,MANKIND PHARMA LIMITED,12456,10000000,BHARATIYA JANATA PARTY
10491,11-11-2022,MANKIND PHARMA LIMITED,12489,10000000,BHARATIYA JANATA PARTY
10492,11-11-2022,MNMEDIAVENTURESPVTL108,11947,10000000,BHARATIYA JANATA PARTY
10493,11-11-2022,MNMEDIAVENTURESPVTL108,11949,10000000,BHARATIYA JANATA PARTY
10494,11-11-2022,MNMEDIAVENTURESPVTL108,12454,10000000,BHARATIYA JANATA PARTY
10495,11-11-2022,MNMEDIAVENTURESPVTL108,12452,10000000,BHARATIYA JANATA PARTY
10496,11-11-2022,MNMEDIAVENTURESPVTL108,11945,10000000,BHARATIYA JANATA PARTY
10497,11-11-2022,NEXG DEVICES PVT LTD,12488,10000000,BHARATIYA JANATA PARTY
10498,11-11-2022,NEXG DEVICES PVT LTD,12496,10000000,BHARATIYA JANATA PARTY
10499,11-11-2022,NEXG DEVICES PVT LTD,12490,10000000,BHARATIYA JANATA PARTY
10500,11-11-2022,NEXG DEVICES PVT LTD,12492,10000000,BHARATIYA JANATA PARTY
10501,11-11-2022,NEXG DEVICES PVT LTD,12476,10000000,BHARATIYA JANATA PARTY
10502,11-11-2022,NEXG DEVICES PVT LTD,12482,10000000,BHARATIYA JANATA PARTY
10503,11-11-2022,NEXG DEVICES PVT LTD,12498,10000000,BHARATIYA JANATA PARTY
10504,11-11-2022,NEXG DEVICES PVT LTD,12484,10000000,BHARATIYA JANATA PARTY
10505,11-11-2022,NEXG DEVICES PVT LTD,12478,10000000,BHARATIYA JANATA PARTY
10506,11-11-2022,NEXG DEVICES PVT LTD,12500,10000000,BHARATIYA JANATA PARTY
10507,11-11-2022,NEXG DEVICES PVT LTD,12494,10000000,BHARATIYA JANATA PARTY
10508,11-11-2022,NEXG DEVICES PVT LTD,12486,10000000,BHARATIYA JANATA PARTY
10509,11-11-2022,NEXG DEVICES PVT LTD,12502,10000000,BHARATIYA JANATA PARTY
10510,11-11-2022,NEXG DEVICES PVT LTD,12480,10000000,BHARATIYA JANATA PARTY
10511,11-11-2022,NEXG DEVICES PVT LTD,12504,10000000,BHARATIYA JANATA PARTY
10512,11-11-2022,QWIKSUPPLYCHAINPRIVATELIMITED,13417,10000000,BHARATIYA JANATA PARTY
10513,11-11-2022,QWIKSUPPLYCHAINPRIVATELIMITED,13509,10000000,BHARATIYA JANATA PARTY
10514,11-11-2022,QWIKSUPPLYCHAINPRIVATELIMITED,13053,10000000,BHARATIYA JANATA PARTY
10515,11-11-2022,QWIKSUPPLYCHAINPRIVATELIMITED,13407,10000000,BHARATIYA JANATA PARTY
10516,11-11-2022,QWIKSUPPLYCHAINPRIVATELIMITED,13449,10000000,BHARATIYA JANATA PARTY
10517,11-11-2022,QWIKSUPPLYCHAINPRIVATELIMITED,13429,10000000,BHARATIYA JANATA PARTY
10518,11-11-2022,QWIKSUPPLYCHAINPRIVATELIMITED,13519,10000000,BHARATIYA JANATA PARTY
10519,11-11-2022,QWIKSUPPLYCHAINPRIVATELIMITED,13541,10000000,BHARATIYA JANATA PARTY
10520,11-11-2022,QWIKSUPPLYCHAINPRIVATELIMITED,13443,10000000,BHARATIYA JANATA PARTY
10521,11-11-2022,QWIKSUPPLYCHAINPRIVATELIMITED,13439,10000000,BHARATIYA JANATA PARTY
10522,11-11-2022,QWIKSUPPLYCHAINPRIVATELIMITED,13515,10000000,BHARATIYA JANATA PARTY
10523,11-11-2022,QWIKSUPPLYCHAINPRIVATELIMITED,13067,10000000,BHARATIYA JANATA PARTY
10524,11-11-2022,QWIKSUPPLYCHAINPRIVATELIMITED,13451,10000000,BHARATIYA JANATA PARTY
10525,11-11-2022,QWIKSUPPLYCHAINPRIVATELIMITED,13077,10000000,BHARATIYA JANATA PARTY
10526,11-11-2022,QWIKSUPPLYCHAINPRIVATELIMITED,13427,10000000,BHARATIYA JANATA PARTY
10527,11-11-2022,QWIKSUPPLYCHAINPRIVATELIMITED,13459,10000000,BHARATIYA JANATA PARTY
10528,11-11-2022,QWIKSUPPLYCHAINPRIVATELIMITED,13501,10000000,BHARATIYA JANATA PARTY
10529,11-11-2022,QWIKSUPPLYCHAINPRIVATELIMITED,13435,10000000,BHARATIYA JANATA PARTY
10530,11-11-2022,QWIKSUPPLYCHAINPRIVATELIMITED,13535,10000000,BHARATIYA JANATA PARTY
10531,11-11-2022,QWIKSUPPLYCHAINPRIVATELIMITED,13457,10000000,BHARATIYA JANATA PARTY
10532,11-11-2022,QWIKSUPPLYCHAINPRIVATELIMITED,13411,10000000,BHARATIYA JANATA PARTY
10533,11-11-2022,QWIKSUPPLYCHAINPRIVATELIMITED,13097,10000000,BHARATIYA JANATA PARTY
10534,11-11-2022,QWIKSUPPLYCHAINPRIVATELIMITED,13405,10000000,BHARATIYA JANATA PARTY
10535,11-11-2022,QWIKSUPPLYCHAINPRIVATELIMITED,13475,10000000,BHARATIYA JANATA PARTY
10536,11-11-2022,QWIKSUPPLYCHAINPRIVATELIMITED,13467,10000000,BHARATIYA JANATA PARTY
10537,11-11-2022,QWIKSUPPLYCHAINPRIVATELIMITED,13513,10000000,BHARATIYA JANATA PARTY
10538,11-11-2022,QWIKSUPPLYCHAINPRIVATELIMITED,13525,10000000,BHARATIYA JANATA PARTY
10539,11-11-2022,QWIKSUPPLYCHAINPRIVATELIMITED,13075,10000000,BHARATIYA JANATA PARTY
10540,11-11-2022,QWIKSUPPLYCHAINPRIVATELIMITED,13081,10000000,BHARATIYA JANATA PARTY
10541,11-11-2022,QWIKSUPPLYCHAINPRIVATELIMITED,13537,10000000,BHARATIYA JANATA PARTY
10542,11-11-2022,QWIKSUPPLYCHAINPRIVATELIMITED,13481,10000000,BHARATIYA JANATA PARTY
10543,11-11-2022,QWIKSUPPLYCHAINPRIVATELIMITED,13089,10000000,BHARATIYA JANATA PARTY
10544,11-11-2022,QWIKSUPPLYCHAINPRIVATELIMITED,13409,10000000,BHARATIYA JANATA PARTY
10545,11-11-2022,QWIKSUPPLYCHAINPRIVATELIMITED,13473,10000000,BHARATIYA JANATA PARTY
10546,11-11-2022,QWIKSUPPLYCHAINPRIVATELIMITED,13549,10000000,BHARATIYA JANATA PARTY
10547,11-11-2022,QWIKSUPPLYCHAINPRIVATELIMITED,13531,10000000,BHARATIYA JANATA PARTY
10548,11-11-2022,QWIKSUPPLYCHAINPRIVATELIMITED,13499,10000000,BHARATIYA JANATA PARTY
10549,11-11-2022,QWIKSUPPLYCHAINPRIVATELIMITED,13063,10000000,BHARATIYA JANATA PARTY
10550,11-11-2022,QWIKSUPPLYCHAINPRIVATELIMITED,13495,10000000,BHARATIYA JANATA PARTY
10551,11-11-2022,QWIKSUPPLYCHAINPRIVATELIMITED,13431,10000000,BHARATIYA JANATA PARTY
10552,11-11-2022,QWIKSUPPLYCHAINPRIVATELIMITED,13543,10000000,BHARATIYA JANATA PARTY
10553,11-11-2022,QWIKSUPPLYCHAINPRIVATELIMITED,13455,10000000,BHARATIYA JANATA PARTY
10554,11-11-2022,QWIKSUPPLYCHAINPRIVATELIMITED,13487,10000000,BHARATIYA JANATA PARTY
10555,11-11-2022,QWIKSUPPLYCHAINPRIVATELIMITED,13401,10000000,BHARATIYA JANATA PARTY
10556,11-11-2022,QWIKSUPPLYCHAINPRIVATELIMITED,13497,10000000,BHARATIYA JANATA PARTY
10557,11-11-2022,QWIKSUPPLYCHAINPRIVATELIMITED,13419,10000000,BHARATIYA JANATA PARTY
10558,11-11-2022,QWIKSUPPLYCHAINPRIVATELIMITED,13545,10000000,BHARATIYA JANATA PARTY
10559,11-11-2022,QWIKSUPPLYCHAINPRIVATELIMITED,13461,10000000,BHARATIYA JANATA PARTY
10560,11-11-2022,QWIKSUPPLYCHAINPRIVATELIMITED,13055,10000000,BHARATIYA JANATA PARTY
10561,11-11-2022,QWIKSUPPLYCHAINPRIVATELIMITED,13413,10000000,BHARATIYA JANATA PARTY
10562,11-11-2022,QWIKSUPPLYCHAINPRIVATELIMITED,13471,10000000,BHARATIYA JANATA PARTY
10563,11-11-2022,QWIKSUPPLYCHAINPRIVATELIMITED,13547,10000000,BHARATIYA JANATA PARTY
10564,11-11-2022,QWIKSUPPLYCHAINPRIVATELIMITED,13061,10000000,BHARATIYA JANATA PARTY
10565,11-11-2022,QWIKSUPPLYCHAINPRIVATELIMITED,13065,10000000,BHARATIYA JANATA PARTY
10566,11-11-2022,QWIKSUPPLYCHAINPRIVATELIMITED,13445,10000000,BHARATIYA JANATA PARTY
10567,11-11-2022,QWIKSUPPLYCHAINPRIVATELIMITED,13425,10000000,BHARATIYA JANATA PARTY
10568,11-11-2022,QWIKSUPPLYCHAINPRIVATELIMITED,13511,10000000,BHARATIYA JANATA PARTY
10569,11-11-2022,QWIKSUPPLYCHAINPRIVATELIMITED,13437,10000000,BHARATIYA JANATA PARTY
10570,11-11-2022,QWIKSUPPLYCHAINPRIVATELIMITED,13503,10000000,BHARATIYA JANATA PARTY
10571,11-11-2022,QWIKSUPPLYCHAINPRIVATELIMITED,13453,10000000,BHARATIYA JANATA PARTY
10572,11-11-2022,QWIKSUPPLYCHAINPRIVATELIMITED,13083,10000000,BHARATIYA JANATA PARTY
10573,11-11-2022,QWIKSUPPLYCHAINPRIVATELIMITED,13479,10000000,BHARATIYA JANATA PARTY
10574,11-11-2022,QWIKSUPPLYCHAINPRIVATELIMITED,13491,10000000,BHARATIYA JANATA PARTY
10575,11-11-2022,QWIKSUPPLYCHAINPRIVATELIMITED,13079,10000000,BHARATIYA JANATA PARTY
10576,11-11-2022,QWIKSUPPLYCHAINPRIVATELIMITED,13433,10000000,BHARATIYA JANATA PARTY
10577,11-11-2022,QWIKSUPPLYCHAINPRIVATELIMITED,13527,10000000,BHARATIYA JANATA PARTY
10578,11-11-2022,QWIKSUPPLYCHAINPRIVATELIMITED,13489,10000000,BHARATIYA JANATA PARTY
10579,11-11-2022,QWIKSUPPLYCHAINPRIVATELIMITED,13059,10000000,BHARATIYA JANATA PARTY
10580,11-11-2022,QWIKSUPPLYCHAINPRIVATELIMITED,13483,10000000,BHARATIYA JANATA PARTY
10581,11-11-2022,QWIKSUPPLYCHAINPRIVATELIMITED,13403,10000000,BHARATIYA JANATA PARTY
10582,11-11-2022,QWIKSUPPLYCHAINPRIVATELIMITED,13539,10000000,BHARATIYA JANATA PARTY
10583,11-11-2022,QWIKSUPPLYCHAINPRIVATELIMITED,13421,10000000,BHARATIYA JANATA PARTY
10584,11-11-2022,QWIKSUPPLYCHAINPRIVATELIMITED,13477,10000000,BHARATIYA JANATA PARTY
10585,11-11-2022,QWIKSUPPLYCHAINPRIVATELIMITED,13069,10000000,BHARATIYA JANATA PARTY
10586,11-11-2022,QWIKSUPPLYCHAINPRIVATELIMITED,13085,10000000,BHARATIYA JANATA PARTY
10587,11-11-2022,QWIKSUPPLYCHAINPRIVATELIMITED,13485,10000000,BHARATIYA JANATA PARTY
10588,11-11-2022,QWIKSUPPLYCHAINPRIVATELIMITED,13051,10000000,BHARATIYA JANATA PARTY
10589,11-11-2022,QWIKSUPPLYCHAINPRIVATELIMITED,13095,10000000,BHARATIYA JANATA PARTY
10590,11-11-2022,QWIKSUPPLYCHAINPRIVATELIMITED,13529,10000000,BHARATIYA JANATA PARTY
10591,11-11-2022,QWIKSUPPLYCHAINPRIVATELIMITED,13447,10000000,BHARATIYA JANATA PARTY
10592,11-11-2022,QWIKSUPPLYCHAINPRIVATELIMITED,13517,10000000,BHARATIYA JANATA PARTY
10593,11-11-2022,QWIKSUPPLYCHAINPRIVATELIMITED,13093,10000000,BHARATIYA JANATA PARTY
10594,11-11-2022,QWIKSUPPLYCHAINPRIVATELIMITED,13423,10000000,BHARATIYA JANATA PARTY
10595,11-11-2022,QWIKSUPPLYCHAINPRIVATELIMITED,13091,10000000,BHARATIYA JANATA PARTY
10596,11-11-2022,QWIKSUPPLYCHAINPRIVATELIMITED,13465,10000000,BHARATIYA JANATA PARTY
10597,11-11-2022,QWIKSUPPLYCHAINPRIVATELIMITED,13507,10000000,BHARATIYA JANATA PARTY
10598,11-11-2022,QWIKSUPPLYCHAINPRIVATELIMITED,13087,10000000,BHARATIYA JANATA PARTY
10599,11-11-2022,QWIKSUPPLYCHAINPRIVATELIMITED,13505,10000000,BHARATIYA JANATA PARTY
10600,11-11-2022,QWIKSUPPLYCHAINPRIVATELIMITED,13493,10000000,BHARATIYA JANATA PARTY
10601,11-11-2022,QWIKSUPPLYCHAINPRIVATELIMITED,13521,10000000,BHARATIYA JANATA PARTY
10602,11-11-2022,QWIKSUPPLYCHAINPRIVATELIMITED,13071,10000000,BHARATIYA JANATA PARTY
10603,11-11-2022,QWIKSUPPLYCHAINPRIVATELIMITED,13057,10000000,BHARATIYA JANATA PARTY
10604,11-11-2022,QWIKSUPPLYCHAINPRIVATELIMITED,13441,10000000,BHARATIYA JANATA PARTY
10605,11-11-2022,QWIKSUPPLYCHAINPRIVATELIMITED,13415,10000000,BHARATIYA JANATA PARTY
10606,11-11-2022,QWIKSUPPLYCHAINPRIVATELIMITED,13073,10000000,BHARATIYA JANATA PARTY
10607,11-11-2022,QWIKSUPPLYCHAINPRIVATELIMITED,13533,10000000,BHARATIYA JANATA PARTY
10608,11-11-2022,QWIKSUPPLYCHAINPRIVATELIMITED,13463,10000000,BHARATIYA JANATA PARTY
10609,11-11-2022,QWIKSUPPLYCHAINPRIVATELIMITED,13469,10000000,BHARATIYA JANATA PARTY
10610,11-11-2022,QWIKSUPPLYCHAINPRIVATELIMITED,13099,10000000,BHARATIYA JANATA PARTY
10611,11-11-2022,QWIKSUPPLYCHAINPRIVATELIMITED,13523,10000000,BHARATIYA JANATA PARTY
10612,11-11-2022,QWIKSUPPLYCHAINPRIVATELIMITED,13579,10000000,BHARATIYA JANATA PARTY
10613,11-11-2022,QWIKSUPPLYCHAINPRIVATELIMITED,13565,10000000,BHARATIYA JANATA PARTY
10614,11-11-2022,QWIKSUPPLYCHAINPRIVATELIMITED,13555,10000000,BHARATIYA JANATA PARTY
10615,11-11-2022,QWIKSUPPLYCHAINPRIVATELIMITED,13573,10000000,BHARATIYA JANATA PARTY
10616,11-11-2022,QWIKSUPPLYCHAINPRIVATELIMITED,13553,10000000,BHARATIYA JANATA PARTY
10617,11-11-2022,QWIKSUPPLYCHAINPRIVATELIMITED,13571,10000000,BHARATIYA JANATA PARTY
10618,11-11-2022,QWIKSUPPLYCHAINPRIVATELIMITED,13569,10000000,BHARATIYA JANATA PARTY
10619,11-11-2022,QWIKSUPPLYCHAINPRIVATELIMITED,13585,10000000,BHARATIYA JANATA PARTY
10620,11-11-2022,QWIKSUPPLYCHAINPRIVATELIMITED,13583,10000000,BHARATIYA JANATA PARTY
10621,11-11-2022,QWIKSUPPLYCHAINPRIVATELIMITED,13587,10000000,BHARATIYA JANATA PARTY
10622,11-11-2022,QWIKSUPPLYCHAINPRIVATELIMITED,13595,10000000,BHARATIYA JANATA PARTY
10623,11-11-2022,QWIKSUPPLYCHAINPRIVATELIMITED,13581,10000000,BHARATIYA JANATA PARTY
10624,11-11-2022,QWIKSUPPLYCHAINPRIVATELIMITED,13563,10000000,BHARATIYA JANATA PARTY
10625,11-11-2022,QWIKSUPPLYCHAINPRIVATELIMITED,13577,10000000,BHARATIYA JANATA PARTY
10626,11-11-2022,QWIKSUPPLYCHAINPRIVATELIMITED,13597,10000000,BHARATIYA JANATA PARTY
10627,11-11-2022,QWIKSUPPLYCHAINPRIVATELIMITED,13561,10000000,BHARATIYA JANATA PARTY
10628,11-11-2022,QWIKSUPPLYCHAINPRIVATELIMITED,13575,10000000,BHARATIYA JANATA PARTY
10629,11-11-2022,QWIKSUPPLYCHAINPRIVATELIMITED,13591,10000000,BHARATIYA JANATA PARTY
10630,11-11-2022,QWIKSUPPLYCHAINPRIVATELIMITED,13593,10000000,BHARATIYA JANATA PARTY
10631,11-11-2022,QWIKSUPPLYCHAINPRIVATELIMITED,13589,10000000,BHARATIYA JANATA PARTY
10632,11-11-2022,QWIKSUPPLYCHAINPRIVATELIMITED,13551,10000000,BHARATIYA JANATA PARTY
10633,11-11-2022,QWIKSUPPLYCHAINPRIVATELIMITED,13559,10000000,BHARATIYA JANATA PARTY
10634,11-11-2022,QWIKSUPPLYCHAINPRIVATELIMITED,13599,10000000,BHARATIYA JANATA PARTY
10635,11-11-2022,QWIKSUPPLYCHAINPRIVATELIMITED,13557,10000000,BHARATIYA JANATA PARTY
10636,11-11-2022,QWIKSUPPLYCHAINPRIVATELIMITED,13567,10000000,BHARATIYA JANATA PARTY
10637,11-11-2022,WELSPUN CORP LIMITED,13052,10000000,BHARATIYA JANATA PARTY
10638,11-11-2022,WELSPUN CORP LIMITED,13047,10000000,BHARATIYA JANATA PARTY
10639,11-11-2022,WELSPUN CORP LIMITED,13056,10000000,BHARATIYA JANATA PARTY
10640,11-11-2022,WELSPUN CORP LIMITED,13049,10000000,BHARATIYA JANATA PARTY
10641,11-11-2022,WELSPUN CORP LIMITED,13054,10000000,BHARATIYA JANATA PARTY
10642,11-11-2022,WELSPUN ENTERPRISES LTD,13031,10000000,BHARATIYA JANATA PARTY
10643,11-11-2022,WELSPUN ENTERPRISES LTD,13037,10000000,BHARATIYA JANATA PARTY
10644,11-11-2022,WELSPUN ENTERPRISES LTD,13035,10000000,BHARATIYA JANATA PARTY
10645,11-11-2022,WELSPUN ENTERPRISES LTD,13029,10000000,BHARATIYA JANATA PARTY
10646,11-11-2022,WELSPUN ENTERPRISES LTD,13041,10000000,BHARATIYA JANATA PARTY
10647,11-11-2022,WELSPUN ENTERPRISES LTD,13033,10000000,BHARATIYA JANATA PARTY
10648,11-11-2022,WELSPUN ENTERPRISES LTD,13027,10000000,BHARATIYA JANATA PARTY
10649,11-11-2022,WELSPUN ENTERPRISES LTD,13045,10000000,BHARATIYA JANATA PARTY
10650,11-11-2022,WELSPUN ENTERPRISES LTD,13043,10000000,BHARATIYA JANATA PARTY
10651,11-11-2022,WELSPUN ENTERPRISES LTD,13039,10000000,BHARATIYA JANATA PARTY
10652,14-11-2022,ABHINAV JAIN,8019,100000,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE"
10653,14-11-2022,ABHINAV JAIN,8017,100000,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE"
10654,14-11-2022,AJANTA PHARMA LTD,13534,10000000,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE"
10655,14-11-2022,ALEMBICPHARMACEUTICALSLINCLRTGS,13108,10000000,BHARATIYA JANATA PARTY
